item_topic,source_topic,age_segment,dt,visits
Знаменитости,Россия,36-40,2019-09-24 18:59:00,47
Знаменитости,Россия,36-40,2019-09-24 19:00:00,17
Знаменитости,Россия,41-45,2019-09-24 18:29:00,1
Знаменитости,Россия,41-45,2019-09-24 18:31:00,3
Знаменитости,Россия,41-45,2019-09-24 18:33:00,3
Знаменитости,Россия,41-45,2019-09-24 18:35:00,1
Знаменитости,Россия,41-45,2019-09-24 18:54:00,4
Знаменитости,Россия,41-45,2019-09-24 18:55:00,9
Знаменитости,Россия,41-45,2019-09-24 18:56:00,10
Знаменитости,Россия,41-45,2019-09-24 18:57:00,15
Знаменитости,Россия,41-45,2019-09-24 18:58:00,15
Знаменитости,Россия,41-45,2019-09-24 18:59:00,18
Знаменитости,Россия,41-45,2019-09-24 19:00:00,1
Знаменитости,Россия,45+,2019-09-24 18:29:00,1
Знаменитости,Россия,45+,2019-09-24 18:31:00,1
Знаменитости,Россия,45+,2019-09-24 18:54:00,4
Знаменитости,Россия,45+,2019-09-24 18:55:00,6
Знаменитости,Россия,45+,2019-09-24 18:56:00,9
Знаменитости,Россия,45+,2019-09-24 18:57:00,21
Знаменитости,Россия,45+,2019-09-24 18:58:00,9
Знаменитости,Россия,45+,2019-09-24 18:59:00,11
Знаменитости,Россия,45+,2019-09-24 19:00:00,1
Знаменитости,Сад и дача,18-25,2019-09-24 18:55:00,2
Знаменитости,Сад и дача,18-25,2019-09-24 18:57:00,1
Знаменитости,Сад и дача,18-25,2019-09-24 18:59:00,4
Знаменитости,Сад и дача,26-30,2019-09-24 18:56:00,1
Знаменитости,Сад и дача,26-30,2019-09-24 18:57:00,1
Знаменитости,Сад и дача,26-30,2019-09-24 18:59:00,1
Знаменитости,Сад и дача,31-35,2019-09-24 18:55:00,1
Знаменитости,Сад и дача,31-35,2019-09-24 18:56:00,1
Знаменитости,Сад и дача,31-35,2019-09-24 18:58:00,1
Знаменитости,Сад и дача,31-35,2019-09-24 18:59:00,3
Знаменитости,Сад и дача,41-45,2019-09-24 18:55:00,1
Знаменитости,Сад и дача,41-45,2019-09-24 18:58:00,1
Знаменитости,Сад и дача,41-45,2019-09-24 18:59:00,1
Знаменитости,Сад и дача,45+,2019-09-24 18:55:00,1
Знаменитости,Сад и дача,45+,2019-09-24 18:58:00,1
Знаменитости,Сделай сам,18-25,2019-09-24 18:57:00,1
Знаменитости,Сделай сам,18-25,2019-09-24 18:59:00,1
Знаменитости,Сделай сам,26-30,2019-09-24 18:55:00,1
Знаменитости,Сделай сам,36-40,2019-09-24 18:59:00,1
Знаменитости,Сделай сам,41-45,2019-09-24 18:55:00,1
Знаменитости,Сделай сам,41-45,2019-09-24 18:59:00,1
Знаменитости,Семейные отношения,18-25,2019-09-24 18:28:00,1
Знаменитости,Семейные отношения,18-25,2019-09-24 18:29:00,4
Знаменитости,Семейные отношения,18-25,2019-09-24 18:30:00,4
Знаменитости,Семейные отношения,18-25,2019-09-24 18:31:00,1
Знаменитости,Семейные отношения,18-25,2019-09-24 18:32:00,2
Знаменитости,Семейные отношения,18-25,2019-09-24 18:33:00,3
Знаменитости,Семейные отношения,18-25,2019-09-24 18:34:00,1
Знаменитости,Семейные отношения,18-25,2019-09-24 18:35:00,1
Знаменитости,Семейные отношения,18-25,2019-09-24 18:52:00,1
Знаменитости,Семейные отношения,18-25,2019-09-24 18:54:00,9
Знаменитости,Семейные отношения,18-25,2019-09-24 18:55:00,39
Знаменитости,Семейные отношения,18-25,2019-09-24 18:56:00,63
Знаменитости,Семейные отношения,18-25,2019-09-24 18:57:00,70
Знаменитости,Семейные отношения,18-25,2019-09-24 18:58:00,70
Знаменитости,Семейные отношения,18-25,2019-09-24 18:59:00,53
Знаменитости,Семейные отношения,18-25,2019-09-24 19:00:00,18
Знаменитости,Семейные отношения,26-30,2019-09-24 18:28:00,1
Знаменитости,Семейные отношения,26-30,2019-09-24 18:29:00,2
Знаменитости,Семейные отношения,26-30,2019-09-24 18:30:00,1
Знаменитости,Семейные отношения,26-30,2019-09-24 18:31:00,3
Знаменитости,Семейные отношения,26-30,2019-09-24 18:32:00,2
Знаменитости,Семейные отношения,26-30,2019-09-24 18:33:00,1
Знаменитости,Семейные отношения,26-30,2019-09-24 18:34:00,1
Знаменитости,Семейные отношения,26-30,2019-09-24 18:54:00,5
Знаменитости,Семейные отношения,26-30,2019-09-24 18:55:00,16
Знаменитости,Семейные отношения,26-30,2019-09-24 18:56:00,20
Знаменитости,Семейные отношения,26-30,2019-09-24 18:57:00,27
Знаменитости,Семейные отношения,26-30,2019-09-24 18:58:00,28
Знаменитости,Семейные отношения,26-30,2019-09-24 18:59:00,29
Знаменитости,Семейные отношения,26-30,2019-09-24 19:00:00,12
Знаменитости,Семейные отношения,31-35,2019-09-24 18:33:00,1
Знаменитости,Семейные отношения,31-35,2019-09-24 18:53:00,1
Знаменитости,Семейные отношения,31-35,2019-09-24 18:54:00,7
Знаменитости,Семейные отношения,31-35,2019-09-24 18:55:00,12
Знаменитости,Семейные отношения,31-35,2019-09-24 18:56:00,17
Знаменитости,Семейные отношения,31-35,2019-09-24 18:57:00,31
Знаменитости,Семейные отношения,31-35,2019-09-24 18:58:00,21
Знаменитости,Семейные отношения,31-35,2019-09-24 18:59:00,19
Знаменитости,Семейные отношения,31-35,2019-09-24 19:00:00,9
Знаменитости,Семейные отношения,36-40,2019-09-24 18:30:00,1
Знаменитости,Семейные отношения,36-40,2019-09-24 18:32:00,2
Знаменитости,Семейные отношения,36-40,2019-09-24 18:54:00,9
Знаменитости,Семейные отношения,36-40,2019-09-24 18:55:00,6
Знаменитости,Семейные отношения,36-40,2019-09-24 18:56:00,18
Знаменитости,Семейные отношения,36-40,2019-09-24 18:57:00,16
Знаменитости,Семейные отношения,36-40,2019-09-24 18:58:00,23
Знаменитости,Семейные отношения,36-40,2019-09-24 18:59:00,8
Знаменитости,Семейные отношения,36-40,2019-09-24 19:00:00,10
Знаменитости,Семейные отношения,41-45,2019-09-24 18:32:00,2
Знаменитости,Семейные отношения,41-45,2019-09-24 18:33:00,2
Знаменитости,Семейные отношения,41-45,2019-09-24 18:54:00,2
Знаменитости,Семейные отношения,41-45,2019-09-24 18:55:00,3
Знаменитости,Семейные отношения,41-45,2019-09-24 18:56:00,11
Знаменитости,Семейные отношения,41-45,2019-09-24 18:57:00,4
Знаменитости,Семейные отношения,41-45,2019-09-24 18:58:00,13
Знаменитости,Семейные отношения,41-45,2019-09-24 18:59:00,6
Знаменитости,Семейные отношения,41-45,2019-09-24 19:00:00,3
Знаменитости,Семейные отношения,45+,2019-09-24 18:54:00,3
Знаменитости,Семейные отношения,45+,2019-09-24 18:55:00,2
Знаменитости,Семейные отношения,45+,2019-09-24 18:56:00,5
Знаменитости,Семейные отношения,45+,2019-09-24 18:57:00,6
Знаменитости,Семейные отношения,45+,2019-09-24 18:58:00,3
Знаменитости,Семья,18-25,2019-09-24 18:29:00,1
Знаменитости,Семья,18-25,2019-09-24 18:30:00,1
Знаменитости,Семья,18-25,2019-09-24 18:32:00,1
Знаменитости,Семья,18-25,2019-09-24 18:54:00,3
Знаменитости,Семья,18-25,2019-09-24 18:55:00,12
Знаменитости,Семья,18-25,2019-09-24 18:56:00,13
Знаменитости,Семья,18-25,2019-09-24 18:57:00,17
Знаменитости,Семья,18-25,2019-09-24 18:58:00,14
Знаменитости,Семья,18-25,2019-09-24 18:59:00,14
Знаменитости,Семья,18-25,2019-09-24 19:00:00,7
Знаменитости,Семья,26-30,2019-09-24 18:30:00,1
Знаменитости,Семья,26-30,2019-09-24 18:33:00,1
Знаменитости,Семья,26-30,2019-09-24 18:34:00,1
Знаменитости,Семья,26-30,2019-09-24 18:53:00,1
Знаменитости,Семья,26-30,2019-09-24 18:54:00,3
Знаменитости,Семья,26-30,2019-09-24 18:55:00,5
Знаменитости,Семья,26-30,2019-09-24 18:56:00,5
Знаменитости,Семья,26-30,2019-09-24 18:57:00,9
Знаменитости,Семья,26-30,2019-09-24 18:58:00,5
Знаменитости,Семья,26-30,2019-09-24 18:59:00,10
Знаменитости,Семья,26-30,2019-09-24 19:00:00,5
Знаменитости,Семья,31-35,2019-09-24 18:31:00,3
Знаменитости,Семья,31-35,2019-09-24 18:53:00,2
Знаменитости,Семья,31-35,2019-09-24 18:54:00,1
Знаменитости,Семья,31-35,2019-09-24 18:55:00,6
Знаменитости,Семья,31-35,2019-09-24 18:56:00,8
Знаменитости,Семья,31-35,2019-09-24 18:57:00,10
Знаменитости,Семья,31-35,2019-09-24 18:58:00,5
Знаменитости,Семья,31-35,2019-09-24 18:59:00,7
Знаменитости,Семья,31-35,2019-09-24 19:00:00,5
Знаменитости,Семья,36-40,2019-09-24 18:54:00,1
Знаменитости,Семья,36-40,2019-09-24 18:55:00,2
Знаменитости,Семья,36-40,2019-09-24 18:56:00,9
Знаменитости,Семья,36-40,2019-09-24 18:57:00,9
Знаменитости,Семья,36-40,2019-09-24 18:58:00,5
Знаменитости,Семья,36-40,2019-09-24 18:59:00,3
Знаменитости,Семья,36-40,2019-09-24 19:00:00,2
Знаменитости,Семья,41-45,2019-09-24 18:30:00,1
Знаменитости,Семья,41-45,2019-09-24 18:54:00,1
Знаменитости,Семья,41-45,2019-09-24 18:55:00,4
Знаменитости,Семья,41-45,2019-09-24 18:56:00,2
Знаменитости,Семья,41-45,2019-09-24 18:57:00,2
Знаменитости,Семья,41-45,2019-09-24 18:58:00,1
Знаменитости,Семья,41-45,2019-09-24 18:59:00,7
Знаменитости,Семья,41-45,2019-09-24 19:00:00,2
Знаменитости,Семья,45+,2019-09-24 18:55:00,1
Знаменитости,Семья,45+,2019-09-24 18:56:00,2
Знаменитости,Семья,45+,2019-09-24 18:58:00,1
Знаменитости,Семья,45+,2019-09-24 18:59:00,3
Знаменитости,Спорт,18-25,2019-09-24 18:31:00,2
Знаменитости,Спорт,18-25,2019-09-24 18:33:00,2
Знаменитости,Спорт,18-25,2019-09-24 18:34:00,1
Знаменитости,Спорт,18-25,2019-09-24 18:53:00,1
Знаменитости,Спорт,18-25,2019-09-24 18:54:00,4
Знаменитости,Спорт,18-25,2019-09-24 18:55:00,17
Знаменитости,Спорт,18-25,2019-09-24 18:56:00,15
Знаменитости,Спорт,18-25,2019-09-24 18:57:00,22
Знаменитости,Спорт,18-25,2019-09-24 18:58:00,23
Знаменитости,Спорт,18-25,2019-09-24 18:59:00,24
Знаменитости,Спорт,18-25,2019-09-24 19:00:00,7
Знаменитости,Спорт,26-30,2019-09-24 18:30:00,1
Знаменитости,Спорт,26-30,2019-09-24 18:31:00,1
Знаменитости,Спорт,26-30,2019-09-24 18:33:00,1
Знаменитости,Спорт,26-30,2019-09-24 18:54:00,1
Знаменитости,Спорт,26-30,2019-09-24 18:55:00,5
Знаменитости,Спорт,26-30,2019-09-24 18:56:00,18
Знаменитости,Спорт,26-30,2019-09-24 18:57:00,11
Знаменитости,Спорт,26-30,2019-09-24 18:58:00,15
Знаменитости,Спорт,26-30,2019-09-24 18:59:00,10
Знаменитости,Спорт,26-30,2019-09-24 19:00:00,2
Знаменитости,Спорт,31-35,2019-09-24 18:29:00,2
Знаменитости,Спорт,31-35,2019-09-24 18:30:00,2
Знаменитости,Спорт,31-35,2019-09-24 18:31:00,1
Знаменитости,Спорт,31-35,2019-09-24 18:32:00,2
Знаменитости,Спорт,31-35,2019-09-24 18:33:00,1
Знаменитости,Спорт,31-35,2019-09-24 18:52:00,1
Знаменитости,Спорт,31-35,2019-09-24 18:54:00,6
Знаменитости,Спорт,31-35,2019-09-24 18:55:00,9
Знаменитости,Спорт,31-35,2019-09-24 18:56:00,21
Знаменитости,Спорт,31-35,2019-09-24 18:57:00,20
Знаменитости,Спорт,31-35,2019-09-24 18:58:00,17
Знаменитости,Спорт,31-35,2019-09-24 18:59:00,16
Знаменитости,Спорт,31-35,2019-09-24 19:00:00,14
Знаменитости,Спорт,36-40,2019-09-24 18:29:00,1
Знаменитости,Спорт,36-40,2019-09-24 18:30:00,2
Знаменитости,Спорт,36-40,2019-09-24 18:31:00,2
Знаменитости,Спорт,36-40,2019-09-24 18:52:00,1
Знаменитости,Спорт,36-40,2019-09-24 18:53:00,1
Знаменитости,Спорт,36-40,2019-09-24 18:54:00,2
Знаменитости,Спорт,36-40,2019-09-24 18:55:00,14
Знаменитости,Спорт,36-40,2019-09-24 18:56:00,17
Знаменитости,Спорт,36-40,2019-09-24 18:57:00,12
Знаменитости,Спорт,36-40,2019-09-24 18:58:00,18
Знаменитости,Спорт,36-40,2019-09-24 18:59:00,20
Знаменитости,Спорт,36-40,2019-09-24 19:00:00,3
Знаменитости,Спорт,41-45,2019-09-24 18:54:00,2
Знаменитости,Спорт,41-45,2019-09-24 18:55:00,3
Знаменитости,Спорт,41-45,2019-09-24 18:56:00,7
Знаменитости,Спорт,41-45,2019-09-24 18:57:00,5
Знаменитости,Спорт,41-45,2019-09-24 18:58:00,5
Знаменитости,Спорт,41-45,2019-09-24 18:59:00,4
Знаменитости,Спорт,41-45,2019-09-24 19:00:00,3
Знаменитости,Спорт,45+,2019-09-24 18:55:00,3
Знаменитости,Спорт,45+,2019-09-24 18:56:00,2
Знаменитости,Спорт,45+,2019-09-24 18:57:00,5
Знаменитости,Спорт,45+,2019-09-24 18:58:00,4
Знаменитости,Спорт,45+,2019-09-24 18:59:00,2
Знаменитости,Строительство,18-25,2019-09-24 18:29:00,2
Знаменитости,Строительство,18-25,2019-09-24 18:33:00,1
Знаменитости,Строительство,18-25,2019-09-24 18:54:00,1
Знаменитости,Строительство,18-25,2019-09-24 18:56:00,5
Знаменитости,Строительство,18-25,2019-09-24 18:57:00,4
Знаменитости,Строительство,18-25,2019-09-24 18:58:00,7
Знаменитости,Строительство,18-25,2019-09-24 18:59:00,3
Знаменитости,Строительство,18-25,2019-09-24 19:00:00,1
Знаменитости,Строительство,26-30,2019-09-24 18:32:00,1
Знаменитости,Строительство,26-30,2019-09-24 18:33:00,1
Знаменитости,Строительство,26-30,2019-09-24 18:56:00,4
Знаменитости,Строительство,26-30,2019-09-24 18:58:00,1
Знаменитости,Строительство,26-30,2019-09-24 18:59:00,1
Знаменитости,Строительство,26-30,2019-09-24 19:00:00,2
Знаменитости,Строительство,31-35,2019-09-24 18:53:00,1
Знаменитости,Строительство,31-35,2019-09-24 18:58:00,4
Знаменитости,Строительство,31-35,2019-09-24 18:59:00,2
Знаменитости,Строительство,36-40,2019-09-24 18:56:00,1
Знаменитости,Строительство,36-40,2019-09-24 18:57:00,1
Знаменитости,Строительство,36-40,2019-09-24 18:59:00,4
Знаменитости,Строительство,36-40,2019-09-24 19:00:00,1
Знаменитости,Строительство,45+,2019-09-24 18:56:00,1
Знаменитости,Строительство,45+,2019-09-24 18:59:00,1
Знаменитости,Технологии,18-25,2019-09-24 18:34:00,1
Знаменитости,Технологии,18-25,2019-09-24 18:53:00,1
Знаменитости,Технологии,18-25,2019-09-24 18:54:00,3
Знаменитости,Технологии,18-25,2019-09-24 18:55:00,9
Знаменитости,Технологии,18-25,2019-09-24 18:56:00,8
Знаменитости,Технологии,18-25,2019-09-24 18:57:00,8
Знаменитости,Технологии,18-25,2019-09-24 18:58:00,11
Знаменитости,Технологии,18-25,2019-09-24 18:59:00,14
Знаменитости,Технологии,18-25,2019-09-24 19:00:00,3
Знаменитости,Технологии,26-30,2019-09-24 18:54:00,2
Знаменитости,Технологии,26-30,2019-09-24 18:55:00,3
Знаменитости,Технологии,26-30,2019-09-24 18:56:00,2
Знаменитости,Технологии,26-30,2019-09-24 18:57:00,7
Знаменитости,Технологии,26-30,2019-09-24 18:58:00,9
Знаменитости,Технологии,26-30,2019-09-24 18:59:00,8
Знаменитости,Технологии,26-30,2019-09-24 19:00:00,4
Знаменитости,Технологии,31-35,2019-09-24 18:32:00,1
Знаменитости,Технологии,31-35,2019-09-24 18:52:00,1
Знаменитости,Технологии,31-35,2019-09-24 18:54:00,1
Знаменитости,Технологии,31-35,2019-09-24 18:55:00,4
Знаменитости,Технологии,31-35,2019-09-24 18:56:00,7
Знаменитости,Технологии,31-35,2019-09-24 18:57:00,5
Знаменитости,Технологии,31-35,2019-09-24 18:58:00,4
Знаменитости,Технологии,31-35,2019-09-24 18:59:00,1
Знаменитости,Технологии,36-40,2019-09-24 18:30:00,1
Знаменитости,Технологии,36-40,2019-09-24 18:31:00,3
Знаменитости,Технологии,36-40,2019-09-24 18:32:00,1
Знаменитости,Технологии,36-40,2019-09-24 18:54:00,1
Знаменитости,Технологии,36-40,2019-09-24 18:55:00,1
Знаменитости,Технологии,36-40,2019-09-24 18:56:00,6
Знаменитости,Технологии,36-40,2019-09-24 18:57:00,9
Знаменитости,Технологии,36-40,2019-09-24 18:58:00,3
Знаменитости,Технологии,41-45,2019-09-24 18:52:00,1
Знаменитости,Технологии,41-45,2019-09-24 18:55:00,2
Знаменитости,Технологии,41-45,2019-09-24 18:56:00,1
Знаменитости,Технологии,41-45,2019-09-24 18:58:00,3
Знаменитости,Технологии,41-45,2019-09-24 18:59:00,1
Знаменитости,Технологии,45+,2019-09-24 18:29:00,1
Знаменитости,Технологии,45+,2019-09-24 18:54:00,2
Знаменитости,Технологии,45+,2019-09-24 18:55:00,1
Знаменитости,Технологии,45+,2019-09-24 18:57:00,3
Знаменитости,Технологии,45+,2019-09-24 18:59:00,1
Знаменитости,Финансы,18-25,2019-09-24 18:31:00,1
Знаменитости,Финансы,18-25,2019-09-24 18:55:00,1
Знаменитости,Финансы,18-25,2019-09-24 18:56:00,5
Знаменитости,Финансы,18-25,2019-09-24 18:57:00,6
Знаменитости,Финансы,18-25,2019-09-24 18:58:00,6
Знаменитости,Финансы,18-25,2019-09-24 18:59:00,3
Знаменитости,Финансы,26-30,2019-09-24 18:53:00,1
Знаменитости,Финансы,26-30,2019-09-24 18:55:00,2
Знаменитости,Финансы,26-30,2019-09-24 18:56:00,4
Знаменитости,Финансы,26-30,2019-09-24 18:57:00,2
Знаменитости,Финансы,26-30,2019-09-24 18:58:00,3
Знаменитости,Финансы,26-30,2019-09-24 18:59:00,1
Знаменитости,Финансы,31-35,2019-09-24 18:55:00,1
Знаменитости,Финансы,31-35,2019-09-24 18:56:00,1
Знаменитости,Финансы,31-35,2019-09-24 18:57:00,3
Знаменитости,Финансы,31-35,2019-09-24 18:58:00,3
Знаменитости,Финансы,31-35,2019-09-24 18:59:00,1
Знаменитости,Финансы,31-35,2019-09-24 19:00:00,1
Знаменитости,Финансы,36-40,2019-09-24 18:31:00,1
Знаменитости,Финансы,36-40,2019-09-24 18:56:00,1
Знаменитости,Финансы,36-40,2019-09-24 18:57:00,3
Знаменитости,Финансы,36-40,2019-09-24 18:58:00,2
Знаменитости,Финансы,41-45,2019-09-24 18:56:00,3
Знаменитости,Финансы,41-45,2019-09-24 18:57:00,1
Знаменитости,Финансы,45+,2019-09-24 18:56:00,1
Знаменитости,Финансы,45+,2019-09-24 18:58:00,1
Знаменитости,Финансы,45+,2019-09-24 18:59:00,1
Интересные факты,Авто,18-25,2019-09-24 18:28:00,2
Интересные факты,Авто,18-25,2019-09-24 18:29:00,6
Интересные факты,Авто,18-25,2019-09-24 18:30:00,5
Интересные факты,Авто,18-25,2019-09-24 18:31:00,3
Интересные факты,Авто,18-25,2019-09-24 18:32:00,1
Интересные факты,Авто,18-25,2019-09-24 18:33:00,2
Интересные факты,Авто,18-25,2019-09-24 18:34:00,1
Интересные факты,Авто,18-25,2019-09-24 18:53:00,3
Интересные факты,Авто,18-25,2019-09-24 18:54:00,26
Интересные факты,Авто,18-25,2019-09-24 18:55:00,48
Интересные факты,Авто,18-25,2019-09-24 18:56:00,80
Интересные факты,Авто,18-25,2019-09-24 18:57:00,71
Интересные факты,Авто,18-25,2019-09-24 18:58:00,89
Интересные факты,Авто,18-25,2019-09-24 18:59:00,62
Интересные факты,Авто,18-25,2019-09-24 19:00:00,26
Интересные факты,Авто,26-30,2019-09-24 18:29:00,1
Интересные факты,Авто,26-30,2019-09-24 18:30:00,2
Интересные факты,Авто,26-30,2019-09-24 18:31:00,1
Интересные факты,Авто,26-30,2019-09-24 18:32:00,2
Интересные факты,Авто,26-30,2019-09-24 18:33:00,1
Интересные факты,Авто,26-30,2019-09-24 18:34:00,1
Интересные факты,Авто,26-30,2019-09-24 18:53:00,2
Интересные факты,Авто,26-30,2019-09-24 18:54:00,19
Интересные факты,Авто,26-30,2019-09-24 18:55:00,35
Интересные факты,Авто,26-30,2019-09-24 18:56:00,55
Интересные факты,Авто,26-30,2019-09-24 18:57:00,64
Интересные факты,Авто,26-30,2019-09-24 18:58:00,50
Интересные факты,Авто,26-30,2019-09-24 18:59:00,45
Интересные факты,Авто,26-30,2019-09-24 19:00:00,9
Интересные факты,Авто,31-35,2019-09-24 18:29:00,4
Интересные факты,Авто,31-35,2019-09-24 18:30:00,2
Интересные факты,Авто,31-35,2019-09-24 18:31:00,2
Интересные факты,Авто,31-35,2019-09-24 18:32:00,2
Интересные факты,Авто,31-35,2019-09-24 18:33:00,1
Интересные факты,Авто,31-35,2019-09-24 18:53:00,2
Интересные факты,Авто,31-35,2019-09-24 18:54:00,11
Интересные факты,Авто,31-35,2019-09-24 18:55:00,29
Интересные факты,Авто,31-35,2019-09-24 18:56:00,48
Интересные факты,Авто,31-35,2019-09-24 18:57:00,48
Интересные факты,Авто,31-35,2019-09-24 18:58:00,46
Интересные факты,Авто,31-35,2019-09-24 18:59:00,52
Интересные факты,Авто,31-35,2019-09-24 19:00:00,10
Интересные факты,Авто,36-40,2019-09-24 18:29:00,4
Интересные факты,Авто,36-40,2019-09-24 18:30:00,2
Интересные факты,Авто,36-40,2019-09-24 18:32:00,1
Интересные факты,Авто,36-40,2019-09-24 18:35:00,1
Интересные факты,Авто,36-40,2019-09-24 18:54:00,13
Интересные факты,Авто,36-40,2019-09-24 18:55:00,13
Интересные факты,Авто,36-40,2019-09-24 18:56:00,25
Интересные факты,Авто,36-40,2019-09-24 18:57:00,31
Интересные факты,Авто,36-40,2019-09-24 18:58:00,32
Интересные факты,Авто,36-40,2019-09-24 18:59:00,30
Интересные факты,Авто,36-40,2019-09-24 19:00:00,12
Интересные факты,Авто,41-45,2019-09-24 18:29:00,1
Интересные факты,Авто,41-45,2019-09-24 18:31:00,2
Интересные факты,Авто,41-45,2019-09-24 18:32:00,1
Интересные факты,Авто,41-45,2019-09-24 18:33:00,1
Интересные факты,Авто,41-45,2019-09-24 18:52:00,2
Интересные факты,Авто,41-45,2019-09-24 18:54:00,2
Интересные факты,Авто,41-45,2019-09-24 18:55:00,7
Интересные факты,Авто,41-45,2019-09-24 18:56:00,9
Интересные факты,Авто,41-45,2019-09-24 18:57:00,11
Интересные факты,Авто,41-45,2019-09-24 18:58:00,17
Интересные факты,Авто,41-45,2019-09-24 18:59:00,13
Интересные факты,Авто,41-45,2019-09-24 19:00:00,1
Интересные факты,Авто,45+,2019-09-24 18:28:00,1
Интересные факты,Авто,45+,2019-09-24 18:29:00,1
Интересные факты,Авто,45+,2019-09-24 18:32:00,1
Интересные факты,Авто,45+,2019-09-24 18:33:00,1
Интересные факты,Авто,45+,2019-09-24 18:34:00,2
Интересные факты,Авто,45+,2019-09-24 18:53:00,1
Интересные факты,Авто,45+,2019-09-24 18:54:00,1
Интересные факты,Авто,45+,2019-09-24 18:55:00,5
Интересные факты,Авто,45+,2019-09-24 18:56:00,10
Интересные факты,Авто,45+,2019-09-24 18:57:00,9
Интересные факты,Авто,45+,2019-09-24 18:58:00,10
Интересные факты,Авто,45+,2019-09-24 18:59:00,6
Интересные факты,Авто,45+,2019-09-24 19:00:00,6
Интересные факты,Деньги,18-25,2019-09-24 18:54:00,3
Интересные факты,Деньги,18-25,2019-09-24 18:55:00,3
Интересные факты,Деньги,18-25,2019-09-24 18:56:00,15
Интересные факты,Деньги,18-25,2019-09-24 18:57:00,10
Интересные факты,Деньги,18-25,2019-09-24 18:58:00,15
Интересные факты,Деньги,18-25,2019-09-24 18:59:00,10
Интересные факты,Деньги,18-25,2019-09-24 19:00:00,2
Интересные факты,Деньги,26-30,2019-09-24 18:55:00,3
Интересные факты,Деньги,26-30,2019-09-24 18:56:00,2
Интересные факты,Деньги,26-30,2019-09-24 18:57:00,7
Интересные факты,Деньги,26-30,2019-09-24 18:58:00,2
Интересные факты,Деньги,26-30,2019-09-24 18:59:00,5
Интересные факты,Деньги,31-35,2019-09-24 18:54:00,1
Интересные факты,Деньги,31-35,2019-09-24 18:55:00,4
Интересные факты,Деньги,31-35,2019-09-24 18:56:00,6
Интересные факты,Деньги,31-35,2019-09-24 18:57:00,9
Интересные факты,Деньги,31-35,2019-09-24 18:58:00,5
Интересные факты,Деньги,31-35,2019-09-24 18:59:00,7
Интересные факты,Деньги,36-40,2019-09-24 18:32:00,1
Интересные факты,Деньги,36-40,2019-09-24 18:54:00,1
Интересные факты,Деньги,36-40,2019-09-24 18:55:00,1
Интересные факты,Деньги,36-40,2019-09-24 18:57:00,7
Интересные факты,Деньги,36-40,2019-09-24 18:58:00,3
Интересные факты,Деньги,36-40,2019-09-24 18:59:00,4
Интересные факты,Деньги,41-45,2019-09-24 18:53:00,1
Интересные факты,Деньги,41-45,2019-09-24 18:56:00,3
Интересные факты,Деньги,41-45,2019-09-24 18:57:00,2
Интересные факты,Деньги,41-45,2019-09-24 18:58:00,3
Интересные факты,Деньги,41-45,2019-09-24 18:59:00,2
Интересные факты,Деньги,45+,2019-09-24 18:54:00,1
Интересные факты,Деньги,45+,2019-09-24 18:56:00,2
Интересные факты,Деньги,45+,2019-09-24 18:57:00,1
Интересные факты,Деньги,45+,2019-09-24 18:58:00,2
Интересные факты,Деньги,45+,2019-09-24 18:59:00,1
Интересные факты,Деньги,45+,2019-09-24 19:00:00,1
Интересные факты,Дети,18-25,2019-09-24 18:28:00,1
Интересные факты,Дети,18-25,2019-09-24 18:29:00,3
Интересные факты,Дети,18-25,2019-09-24 18:30:00,1
Интересные факты,Дети,18-25,2019-09-24 18:31:00,2
Интересные факты,Дети,18-25,2019-09-24 18:32:00,2
Интересные факты,Дети,18-25,2019-09-24 18:34:00,2
Интересные факты,Дети,18-25,2019-09-24 18:53:00,2
Интересные факты,Дети,18-25,2019-09-24 18:54:00,4
Интересные факты,Дети,18-25,2019-09-24 18:55:00,15
Интересные факты,Дети,18-25,2019-09-24 18:56:00,17
Интересные факты,Дети,18-25,2019-09-24 18:57:00,19
Интересные факты,Дети,18-25,2019-09-24 18:58:00,19
Интересные факты,Дети,18-25,2019-09-24 18:59:00,22
Интересные факты,Дети,18-25,2019-09-24 19:00:00,8
Интересные факты,Дети,26-30,2019-09-24 18:53:00,2
Интересные факты,Дети,26-30,2019-09-24 18:54:00,2
Интересные факты,Дети,26-30,2019-09-24 18:55:00,4
Интересные факты,Дети,26-30,2019-09-24 18:56:00,9
Интересные факты,Дети,26-30,2019-09-24 18:57:00,14
Интересные факты,Дети,26-30,2019-09-24 18:58:00,14
Интересные факты,Дети,26-30,2019-09-24 18:59:00,8
Интересные факты,Дети,26-30,2019-09-24 19:00:00,4
Интересные факты,Дети,31-35,2019-09-24 18:30:00,1
Интересные факты,Дети,31-35,2019-09-24 18:32:00,2
Интересные факты,Дети,31-35,2019-09-24 18:54:00,3
Интересные факты,Дети,31-35,2019-09-24 18:55:00,7
Интересные факты,Дети,31-35,2019-09-24 18:56:00,8
Интересные факты,Дети,31-35,2019-09-24 18:57:00,18
Интересные факты,Дети,31-35,2019-09-24 18:58:00,13
Интересные факты,Дети,31-35,2019-09-24 18:59:00,15
Интересные факты,Дети,31-35,2019-09-24 19:00:00,2
Интересные факты,Дети,36-40,2019-09-24 18:29:00,1
Интересные факты,Дети,36-40,2019-09-24 18:30:00,2
Интересные факты,Дети,36-40,2019-09-24 18:54:00,3
